src_lang,tgt_lang,item_id,item_type,system,src,ref,mt,user_id,raw_score,z_score
en,mt,132,TGT,nllb,"Architecture overlaps considerably with other fields including urban planning, civil engineering, decorative arts, interior design and landscape design.","L-arkitettura titrikkeb b’mod konsiderevoli fuq oqsma oħra inkluż l-ippjanar urban, l-inġinerija ċivili, l-arti dekorattiva, id-disinn intern u d-disinn tal-pajsaġġ.","L-arkitettura taqbeż b'mod konsiderevoli ma 'oqsma oħra inklużi l-ippjanar urban, l-inġinerija ċivili, l-arti dekorattiva, id-disinn ta 'ġewwa u d-disinn tal-pajsaġġ.",4ea62f6070,81,0.4489700124552605
en,mt,133,TGT,um-iwslt,"However, nowadays there are established graffiti artists, graffiti events and ""legal"" walls. Graffiti paintings in this context often resemble artworks rather than illegible tags.","Madankollu, bħalissa hemm artisti tal-graffiti stabbiliti sew, avvenimenti tal-graffiti u ħitan ""legali"" . F'dan il-kuntest, il-pitturi tal-graffiti ħafna drabi huma bħal xogħlijiet artistiċi pjuttost milli affarijiet li ma jinqrawx.","Madankollu, hemm ħafna artisti stabbiliti, avvenimenti ta' l-ispettaklu u ħitan ta' l-ispettaklu. L-ispettaturi ta' l-ispettaklu f'dan il-kuntest ħafna drabijippreżentaw artworks minflok iċ-ċitru illeġġibbli.",81666f704f,62,-0.16097383819706934
en,mt,133,TGT,google-translate,"However, nowadays there are established graffiti artists, graffiti events and ""legal"" walls. Graffiti paintings in this context often resemble artworks rather than illegible tags.","Madankollu, bħalissa hemm artisti tal-graffiti stabbiliti sew, avvenimenti tal-graffiti u ħitan ""legali"" . F'dan il-kuntest, il-pitturi tal-graffiti ħafna drabi huma bħal xogħlijiet artistiċi pjuttost milli affarijiet li ma jinqrawx.","Madankollu, illum il-ġurnata hemm artisti tal-graffiti stabbiliti, avvenimenti tal-graffiti u ħitan ""legali"". Il-pitturi tal-graffiti f'dan il-kuntest ħafna drabi jixbħu xogħlijiet tal-arti aktar milli tikketti li ma jinqrawx.",7d111a8c45,80,1.5596275483078645
en,mt,134,REF,[ref],Unattended bags are a target for theft and can also attract attention from authorities wary of bomb threats.,Basktijiet waħedhom huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni tal-awtoritajiet li huma attenti għat-theddid ta' bombi.,Basktijiet waħedhom huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni tal-awtoritajiet li huma attenti għat-theddid ta' bombi.,63d6765581,100,0.5949581669322209
en,mt,134,TGT,um-iwslt,Unattended bags are a target for theft and can also attract attention from authorities wary of bomb threats.,Basktijiet waħedhom huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni tal-awtoritajiet li huma attenti għat-theddid ta' bombi.,il-kumpaniji bla dokumenti huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni mill-awtoritajiet dwar it-theddid tal-bombi.,edc20203c1,4,-1.316416946322293
en,mt,134,REF,[ref],Unattended bags are a target for theft and can also attract attention from authorities wary of bomb threats.,Basktijiet waħedhom huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni tal-awtoritajiet li huma attenti għat-theddid ta' bombi.,Basktijiet waħedhom huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni tal-awtoritajiet li huma attenti għat-theddid ta' bombi.,b668484691,73,0.5010814424051463
en,mt,134,TGT,um-iwslt,Unattended bags are a target for theft and can also attract attention from authorities wary of bomb threats.,Basktijiet waħedhom huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni tal-awtoritajiet li huma attenti għat-theddid ta' bombi.,il-kumpaniji bla dokumenti huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni mill-awtoritajiet dwar it-theddid tal-bombi.,63d6765581,80,-0.29875581772991333
en,mt,134,TGT,nllb,Unattended bags are a target for theft and can also attract attention from authorities wary of bomb threats.,Basktijiet waħedhom huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni tal-awtoritajiet li huma attenti għat-theddid ta' bombi.,Il- bagalji li ma jkunux taħt superviżjoni huma mira għas- serq u jistgħu wkoll jattiraw l- attenzjoni tal- awtoritajiet li jkunu attenti mit- theddid tal- bomba.,a224e288b9,81,1.0859062383380833
en,mt,134,REF,[ref],Unattended bags are a target for theft and can also attract attention from authorities wary of bomb threats.,Basktijiet waħedhom huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni tal-awtoritajiet li huma attenti għat-theddid ta' bombi.,Basktijiet waħedhom huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni tal-awtoritajiet li huma attenti għat-theddid ta' bombi.,edc20203c1,88,0.8530753725137402
en,mt,134,BAD,google-translate,Unattended bags are a target for theft and can also attract attention from authorities wary of bomb threats.,Basktijiet waħedhom huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni tal-awtoritajiet li huma attenti għat-theddid ta' bombi.,Il-basktijiet li ma jkollhomx nies magħhom huma mira għas-serq u jistgħu wkoll jiġbdu l-attenzjoni minn awtoritajiet attenti minn theddid ta’ bomba.,fd1dac4e0a,9,-1.078697885973794
en,mt,135,TGT,nllb,Fill your home with a rich coffee in the morning and some relaxing chamomile tea at night.,Imla darek b’kafè qawwi filgħodu u te tal-kamomilla rilassanti filgħaxija.,Imla d- dar tiegħek b'kafè qawwi fil- għodu u xi xajt li jraxxak bil- kamomilla fil- lejl.,4ea62f6070,58,-0.4351318956330088
en,mt,136,TGT,um-iwslt,"An infectious disease is one that is caused by a pathogen, such as a virus, bacterium, fungus or other parasites.","Marda li tittieħed hija dik ikkawżata minn patoġenu, bħal virus, batterju, fungu, jew parassiti oħrajn.","marda infettiva hija waħda li tiġi kkawżata minn patoġenu, bħal virus, batterju, batterju jew parassiti oħra.",4ea62f6070,84,0.5642876526406869
en,mt,137,TGT,nllb,"Residents from other areas often cite family-friendliness as a primary reason for moving there, and visitors often find the city easy to enjoy with children around.","Residenti minn żoni oħrajn ħafna drabi jsemmu l-faċilitajiet favur il-familja bħala raġuni primarja biex jiċċaqilqu hemm, u l-viżitaturi spiss isibu li l-belt faċli tgawdiha bit-tfal magħhom.","Residenti minn żoni oħra spiss jgħidu li r- raġuni ewlenija għala jgħaddu hemm hija li jkunu ħbieb mal- familja, u l- viżitaturi spiss isibuha faċli li jgawdu l- belt meta jkunu hemm tfal.",3a16d8c661,100,0.8719415995048203
en,mt,137,TGT,um-iwslt,"Residents from other areas often cite family-friendliness as a primary reason for moving there, and visitors often find the city easy to enjoy with children around.","Residenti minn żoni oħrajn ħafna drabi jsemmu l-faċilitajiet favur il-familja bħala raġuni primarja biex jiċċaqilqu hemm, u l-viżitaturi spiss isibu li l-belt faċli tgawdiha bit-tfal magħhom.","l-għalliema minn żoni oħra ħafna drabijippreferu lill-familji bħala raġuni primarja għalfejn jiċċaqilqu minn post għall-ieħor, u l-viżitaturi ħafna drabijsibu l-belt faċli biex tgawdi mit-tfal madwar id-dinja.",6b30bb2e20,23,-1.6283814083568067
en,mt,137,TGT,nllb,"Residents from other areas often cite family-friendliness as a primary reason for moving there, and visitors often find the city easy to enjoy with children around.","Residenti minn żoni oħrajn ħafna drabi jsemmu l-faċilitajiet favur il-familja bħala raġuni primarja biex jiċċaqilqu hemm, u l-viżitaturi spiss isibu li l-belt faċli tgawdiha bit-tfal magħhom.","Residenti minn żoni oħra spiss jgħidu li r- raġuni ewlenija għala jgħaddu hemm hija li jkunu ħbieb mal- familja, u l- viżitaturi spiss isibuha faċli li jgawdu l- belt meta jkunu hemm tfal.",fd1dac4e0a,24,-0.5318709680408048
en,mt,137,REF,[ref],"Residents from other areas often cite family-friendliness as a primary reason for moving there, and visitors often find the city easy to enjoy with children around.","Residenti minn żoni oħrajn ħafna drabi jsemmu l-faċilitajiet favur il-familja bħala raġuni primarja biex jiċċaqilqu hemm, u l-viżitaturi spiss isibu li l-belt faċli tgawdiha bit-tfal magħhom.","Residenti minn żoni oħrajn ħafna drabi jsemmu l-faċilitajiet favur il-familja bħala raġuni primarja biex jiċċaqilqu hemm, u l-viżitaturi spiss isibu li l-belt faċli tgawdiha bit-tfal magħhom.",6b30bb2e20,98,0.9543987710610888
en,mt,138,TGT,nllb,"At a minimum, you need footwear with suitable soles. Summer shoes are usually very slippery on ice and snow, even some winter boots are deficient.","Bħala minimu, għandek bżonn żarbun b’pett adattat. Iż-żraben tas-sajf ġeneralment jiżolqu ħafna fuq is-silġ u l-borra, anke xi boots tax-xitwa mhumiex tajbin biżżejjed.","Minimu, għandek bżonn żraben b'soles xierqa. Żraben tas-sajf ġeneralment huma skliċki ħafna fuq il-ġelat u s-silġ, anke xi żraben tax-xitwa huma defiċenti.",219dc550cd,12,-1.2965973442787737
en,mt,138,TGT,um-iwslt,"At a minimum, you need footwear with suitable soles. Summer shoes are usually very slippery on ice and snow, even some winter boots are deficient.","Bħala minimu, għandek bżonn żarbun b’pett adattat. Iż-żraben tas-sajf ġeneralment jiżolqu ħafna fuq is-silġ u l-borra, anke xi boots tax-xitwa mhumiex tajbin biżżejjed.","bħala minimu, għandek bżonn ilbies għar-riġlejn b'qigħan addattati. Il-qigħan huma normalment imċajpra ħafna fuq is-silġ u l-għarqub, anke xi għoljiet fix-xitwa huma defiċjenti.",7d111a8c45,45,-0.1649122617166278
en,mt,138,TGT,nllb,"At a minimum, you need footwear with suitable soles. Summer shoes are usually very slippery on ice and snow, even some winter boots are deficient.","Bħala minimu, għandek bżonn żarbun b’pett adattat. Iż-żraben tas-sajf ġeneralment jiżolqu ħafna fuq is-silġ u l-borra, anke xi boots tax-xitwa mhumiex tajbin biżżejjed.","Minimu, għandek bżonn żraben b'soles xierqa. Żraben tas-sajf ġeneralment huma skliċki ħafna fuq il-ġelat u s-silġ, anke xi żraben tax-xitwa huma defiċenti.",aad8f3547c,65,-0.20119268371502616
en,mt,138,TGT,google-translate,"At a minimum, you need footwear with suitable soles. Summer shoes are usually very slippery on ice and snow, even some winter boots are deficient.","Bħala minimu, għandek bżonn żarbun b’pett adattat. Iż-żraben tas-sajf ġeneralment jiżolqu ħafna fuq is-silġ u l-borra, anke xi boots tax-xitwa mhumiex tajbin biżżejjed.","Bħala minimu, għandek bżonn xedd tas-saqajn b'qigħan adattat. Iż-żraben tas-sajf huma ġeneralment jiżolqu ħafna fuq is-silġ u l-borra, anke xi stivali tax-xitwa huma defiċjenti.",4ea62f6070,78,0.3336523722698341
en,mt,139,BAD,google-translate,"The problem is that snow is sticky, so it needs some triggering to come down, and some snow coming down can be the triggering event for the rest.","Il-problema hi li l-borra teħel, allura trid xi ħaġa li twaqqagħha, u jekk xi borra taqa' tista' tkun l-avveniment li jiskatta l-bqija.","Il-problema hija li l-borra hija twaħħal, għalhekk jeħtieġ li tinżel xi triggering, u xi borra nieżla tista 'tkun l-avveniment li jwassal għall-bqija.",6b30bb2e20,25,-1.5595072702389963
en,mt,13,TGT,um-iwslt,"Consumers increasingly wish to be sure about the quality of fish in terms of freshness and hygiene, but also about whether it was caught without contributing to overfishing and the collapse of stocks.","Kulma jmur, il-konsumaturi jridu jaċċertaw irwieħhom mill-kwalità tal-ħut f’termini ta’ freskezza u iġjene, iżda wkoll li dan inqabad mingħajr ma kkontribwixxa għas-sajd żejjed u l-kollass tal-istokks.","il-konsumaturi jixtiequ dejjem iktar li jkunu ċerti dwar il-kwalità tal-ħut f'termini ta' ħlewwa u iġjene, iżda wkoll dwar jekk inqabadx mingħajr ma kkontribwixxa għas-sajd żejjed u l-kollass tal-istokkijiet.",389e0f80e0,100,1.1251404470798312
en,mt,13,TGT,nllb,"Consumers increasingly wish to be sure about the quality of fish in terms of freshness and hygiene, but also about whether it was caught without contributing to overfishing and the collapse of stocks.","Kulma jmur, il-konsumaturi jridu jaċċertaw irwieħhom mill-kwalità tal-ħut f’termini ta’ freskezza u iġjene, iżda wkoll li dan inqabad mingħajr ma kkontribwixxa għas-sajd żejjed u l-kollass tal-istokks.","Il-konsumaturi dejjem aktar jixtiequ jkunu ċerti dwar il-kwalità tal-ħut f'termini ta' friskezza u iġjene, iżda wkoll dwar jekk kienx maqbud mingħajr ma kien ikkontribwixxi għal sajd żejjed u għall-kollass tal-istokkijiet.",fd1dac4e0a,26,-0.4589607123164063
en,mt,13,TGT,nllb,"Consumers increasingly wish to be sure about the quality of fish in terms of freshness and hygiene, but also about whether it was caught without contributing to overfishing and the collapse of stocks.","Kulma jmur, il-konsumaturi jridu jaċċertaw irwieħhom mill-kwalità tal-ħut f’termini ta’ freskezza u iġjene, iżda wkoll li dan inqabad mingħajr ma kkontribwixxa għas-sajd żejjed u l-kollass tal-istokks.","Il-konsumaturi dejjem aktar jixtiequ jkunu ċerti dwar il-kwalità tal-ħut f'termini ta' friskezza u iġjene, iżda wkoll dwar jekk kienx maqbud mingħajr ma kien ikkontribwixxi għal sajd żejjed u għall-kollass tal-istokkijiet.",3a16d8c661,79,-0.5832192155628274
en,mt,13,TGT,um-iwslt,"Consumers increasingly wish to be sure about the quality of fish in terms of freshness and hygiene, but also about whether it was caught without contributing to overfishing and the collapse of stocks.","Kulma jmur, il-konsumaturi jridu jaċċertaw irwieħhom mill-kwalità tal-ħut f’termini ta’ freskezza u iġjene, iżda wkoll li dan inqabad mingħajr ma kkontribwixxa għas-sajd żejjed u l-kollass tal-istokks.","il-konsumaturi jixtiequ dejjem iktar li jkunu ċerti dwar il-kwalità tal-ħut f'termini ta' ħlewwa u iġjene, iżda wkoll dwar jekk inqabadx mingħajr ma kkontribwixxa għas-sajd żejjed u l-kollass tal-istokkijiet.",22c30fb9d3,80,1.3476915965879472
en,mt,13,TGT,um-iwslt,"Consumers increasingly wish to be sure about the quality of fish in terms of freshness and hygiene, but also about whether it was caught without contributing to overfishing and the collapse of stocks.","Kulma jmur, il-konsumaturi jridu jaċċertaw irwieħhom mill-kwalità tal-ħut f’termini ta’ freskezza u iġjene, iżda wkoll li dan inqabad mingħajr ma kkontribwixxa għas-sajd żejjed u l-kollass tal-istokks.","il-konsumaturi jixtiequ dejjem iktar li jkunu ċerti dwar il-kwalità tal-ħut f'termini ta' ħlewwa u iġjene, iżda wkoll dwar jekk inqabadx mingħajr ma kkontribwixxa għas-sajd żejjed u l-kollass tal-istokkijiet.",6b353acb1e,92,1.078286275873617
en,mt,140,TGT,nllb,"One of the most prominent apps in this category is Google Translate, which allows offline translation after downloading the desired language data.","Waħda mill-aktar apps prominenti f’din il-kategorija hija “Google Translate”, li tippermetti traduzzjoni offline wara li tniżżel id-dejta tal-lingwa mixtieqa.","Waħda mill-aktar applikazzjonijiet prominenti f'din il-kategorija hija Google Translate, li tippermetti traduzzjoni offline wara li tniżżel id-dejta tal-lingwa mixtieqa.",6b30bb2e20,99,0.9888358401199941
en,mt,142,TGT,um-iwslt,"Flying a drone near an airport or over a crowd is almost always a bad idea, even if it's not illegal in your area.","Kważi qatt ma tkun idea tajba li ttajjar drone viċin ajruport jew fuq folla nies, anke jekk dan ma jkunx illegali fl-inħawi tiegħek.","il-fatt li wieħed iħares lejn droneviċin ajruport jew' il fuq huwa kważi dejjem idea ħażina, anke jekk mhuwiex illegali fiż-żona tiegħek.",219dc550cd,29,-0.6954476664767968
en,mt,142,TGT,um-iwslt,"Flying a drone near an airport or over a crowd is almost always a bad idea, even if it's not illegal in your area.","Kważi qatt ma tkun idea tajba li ttajjar drone viċin ajruport jew fuq folla nies, anke jekk dan ma jkunx illegali fl-inħawi tiegħek.","il-fatt li wieħed iħares lejn droneviċin ajruport jew' il fuq huwa kważi dejjem idea ħażina, anke jekk mhuwiex illegali fiż-żona tiegħek.",aad8f3547c,42,-1.077392773740229
en,mt,142,TGT,um-iwslt,"Flying a drone near an airport or over a crowd is almost always a bad idea, even if it's not illegal in your area.","Kważi qatt ma tkun idea tajba li ttajjar drone viċin ajruport jew fuq folla nies, anke jekk dan ma jkunx illegali fl-inħawi tiegħek.","il-fatt li wieħed iħares lejn droneviċin ajruport jew' il fuq huwa kważi dejjem idea ħażina, anke jekk mhuwiex illegali fiż-żona tiegħek.",6a9af7e296,51,-0.4527612937258453
en,mt,142,TGT,um-iwslt,"Flying a drone near an airport or over a crowd is almost always a bad idea, even if it's not illegal in your area.","Kważi qatt ma tkun idea tajba li ttajjar drone viċin ajruport jew fuq folla nies, anke jekk dan ma jkunx illegali fl-inħawi tiegħek.","il-fatt li wieħed iħares lejn droneviċin ajruport jew' il fuq huwa kważi dejjem idea ħażina, anke jekk mhuwiex illegali fiż-żona tiegħek.",18cd8a7306,72,-0.058640378502948766
en,mt,144,TGT,um-iwslt,"While you may not need a visa for short visits to certain countries as a tourist or for business, going there as an international student generally requires a longer stay than going there just as a casual tourist.","Waqt li jista' ma jkollokx bżonn viża għal żjarat qosra bħala turist jew għan-negozju f'ċerti pajjiżi, meta tmur hemm bħala student internazzjonali ġeneralment teħtieġ soġġorn itwal milli meta tmur hemm bħala turist każwali.","filwaqt li jista' jkun li ma jkollokx bżonn viża għal żjarat qosra f'ċerti pajjiżi bħala turistiċi jew għal negozju, li jmorru hemm bħala studenti internazzjonali ġeneralment ikollhom bżonn soġġorn itwal milli jmorru hemm bħala turistiċi każwali.",7d111a8c45,48,-0.01709456371452846
en,mt,144,TGT,google-translate,"While you may not need a visa for short visits to certain countries as a tourist or for business, going there as an international student generally requires a longer stay than going there just as a casual tourist.","Waqt li jista' ma jkollokx bżonn viża għal żjarat qosra bħala turist jew għan-negozju f'ċerti pajjiżi, meta tmur hemm bħala student internazzjonali ġeneralment teħtieġ soġġorn itwal milli meta tmur hemm bħala turist każwali.","Filwaqt li jista’ ma jkollokx bżonn viża għal żjarat qosra f’ċerti pajjiżi bħala turist jew għan-negozju, li tmur hemm bħala student internazzjonali ġeneralment teħtieġ waqfa itwal milli tmur hemm biss bħala turist każwali.",fd1dac4e0a,77,1.4002508086557566
en,mt,145,TGT,nllb,Make sure you know what you can and cannot bring in and declare anything over the legal limits.,Kun żgur li tkun taf x’tista’ u x’ma tistax iddaħħal u tiddikjara kwalunkwe oġġett li jaqbeż il-limiti legali.,Kun żgur li taf x'tista' u x'ma tistax tiddaħħal u ddikjara xi ħaġa li tkun aktar mill-limiti legali.,63d6765581,100,0.5949581669322209
en,mt,145,TGT,google-translate,Make sure you know what you can and cannot bring in and declare anything over the legal limits.,Kun żgur li tkun taf x’tista’ u x’ma tistax iddaħħal u tiddikjara kwalunkwe oġġett li jaqbeż il-limiti legali.,Kun żgur li taf x'tista' u ma tistax iġġib u tiddikjara xi ħaġa fuq il-limiti legali.,4ea62f6070,67,-0.0891789750767295
en,mt,145,TGT,nllb,Make sure you know what you can and cannot bring in and declare anything over the legal limits.,Kun żgur li tkun taf x’tista’ u x’ma tistax iddaħħal u tiddikjara kwalunkwe oġġett li jaqbeż il-limiti legali.,Kun żgur li taf x'tista' u x'ma tistax tiddaħħal u ddikjara xi ħaġa li tkun aktar mill-limiti legali.,edc20203c1,87,0.8272480830037875
en,mt,146,TGT,um-iwslt,"Living and volunteering in a foreign country is a great way to get to know a different culture, meet new people, learn about yourself, get a sense of perspective and even gain new skills.","Li tgħix u tagħmel volontarjat f’pajjiż barrani huwa mod tajjeb ħafna kif titgħallem dwar kultura differenti, tiltaqa’ ma’ nies ġodda, titgħallem dwarek innifsek, tikseb sens ta’ perspettiva u anke tikseb ħiliet ġodda.","l-għajxien u l-volontarjat f'pajjiż barrani huma mezz kbir biex wieħed ikun jaf kultura differenti, jiltaqgħu ma' nies ġodda, jitgħallmu dwar l-imħabba, jiksbu sens ta' perspettiva u anke jiksbu ħiliet ġodda.",edc20203c1,59,0.10408397672510972
en,mt,146,TGT,um-iwslt,"Living and volunteering in a foreign country is a great way to get to know a different culture, meet new people, learn about yourself, get a sense of perspective and even gain new skills.","Li tgħix u tagħmel volontarjat f’pajjiż barrani huwa mod tajjeb ħafna kif titgħallem dwar kultura differenti, tiltaqa’ ma’ nies ġodda, titgħallem dwarek innifsek, tikseb sens ta’ perspettiva u anke tikseb ħiliet ġodda.","l-għajxien u l-volontarjat f'pajjiż barrani huma mezz kbir biex wieħed ikun jaf kultura differenti, jiltaqgħu ma' nies ġodda, jitgħallmu dwar l-imħabba, jiksbu sens ta' perspettiva u anke jiksbu ħiliet ġodda.",63d6765581,90,0.14810117460115377
en,mt,146,TGT,google-translate,"Living and volunteering in a foreign country is a great way to get to know a different culture, meet new people, learn about yourself, get a sense of perspective and even gain new skills.","Li tgħix u tagħmel volontarjat f’pajjiż barrani huwa mod tajjeb ħafna kif titgħallem dwar kultura differenti, tiltaqa’ ma’ nies ġodda, titgħallem dwarek innifsek, tikseb sens ta’ perspettiva u anke tikseb ħiliet ġodda.","Tgħix u volontarjat f’pajjiż barrani huwa mod tajjeb ħafna biex issir taf kultura differenti, tiltaqa’ ma’ nies ġodda, titgħallem dwarek innifsek, tikseb sens ta’ perspettiva u anke tikseb ħiliet ġodda.",81666f704f,95,0.742450763929341
en,mt,147,BAD,um-iwslt,"Basically you'll be putting up notices offering your help, pacing the docks, approaching people cleaning their yachts, trying to make contact with sailors in the bar, etc.","Bażikament se tkun qed tagħmel avviżi fejn toffri l-għajnuna tiegħek, tippassiġġa fil-baċiri, tkellem lil nies li jkunu qed inaddfu l-jottijiet tagħhom, tipprova tikkuntattja baħrin fil-bar, eċċ.","b'mod bażiku, għandek tħejji avviżi li joffru l-għajnuna tiegħek, tħejji l-ġugarelli, toqrob lin-nies lejn it-tindif tal-ġugarelli tagħhom, tipprova tagħmel kuntatt ma' min ifaddal fil-bar, eċċ.",b83d2ba4a7,11,-1.4043595631675425
en,mt,147,TGT,nllb,"Basically you'll be putting up notices offering your help, pacing the docks, approaching people cleaning their yachts, trying to make contact with sailors in the bar, etc.","Bażikament se tkun qed tagħmel avviżi fejn toffri l-għajnuna tiegħek, tippassiġġa fil-baċiri, tkellem lil nies li jkunu qed inaddfu l-jottijiet tagħhom, tipprova tikkuntattja baħrin fil-bar, eċċ.","Fil- fatt, int se tkun qed tpoġġi avviż li joffri l- għajnuna tiegħek, tbagħti l- docks, tqarrb lin- nies li qed jitnaddfu l- yachts tagħhom, tipprova tagħmel kuntatt maʼ baħħara fil- bar, eċċ.",fd1dac4e0a,31,-0.2766850730054099
en,mt,148,BAD,google-translate,Try to talk to as many people as possible. After a while everyone will know you and will give you hints as to which boat is looking for someone.,Ipprova tkellem mal-akbar numru ta' nies possibbli. Wara ftit kulħadd ikun jafek u jagħtik pariri dwar liema dgħajsa qiegħda tfittex għal xi ħadd.,Ipprova tkellem ma' kemm jista' jkun nies. Wara xi żmien kulħadd ikun jafk u jagħtik ħjiel dwar liema dgħajsa qed tfittex lil xi ħadd.,6b30bb2e20,49,-0.7330176128252697
en,mt,14,TGT,google-translate,"Three types of information must be shown on the label of a fishery product placed for sale on the retail market: the name of the species, the means of production (fishing or farming) and the origin.","Tliet biċċiet ta’ informazzjoni għandhom jidhru fuq it-tikketta ta’ prodott tal-baħar mibjugħ bl-imnut: l-isem tal-ispeċi, il-mod ta’produzzjoni (sajd jew tkabbir) u l-provenjenza.","Tliet tipi ta’ informazzjoni jridu jintwerew fuq it-tikketta ta’ prodott tas-sajd imqiegħed għall-bejgħ fis-suq bl-imnut: l-isem tal-ispeċi, il-mezzi ta’ produzzjoni (sajd jew biedja) u l-oriġini.",4ea62f6070,72,0.10301709189898121
en,mt,14,REF,[ref],"Three types of information must be shown on the label of a fishery product placed for sale on the retail market: the name of the species, the means of production (fishing or farming) and the origin.","Tliet biċċiet ta’ informazzjoni għandhom jidhru fuq it-tikketta ta’ prodott tal-baħar mibjugħ bl-imnut: l-isem tal-ispeċi, il-mod ta’produzzjoni (sajd jew tkabbir) u l-provenjenza.","Tliet biċċiet ta’ informazzjoni għandhom jidhru fuq it-tikketta ta’ prodott tal-baħar mibjugħ bl-imnut: l-isem tal-ispeċi, il-mod ta’produzzjoni (sajd jew tkabbir) u l-provenjenza.",4ea62f6070,75,0.21833473208440765
en,mt,14,TGT,nllb,"Three types of information must be shown on the label of a fishery product placed for sale on the retail market: the name of the species, the means of production (fishing or farming) and the origin.","Tliet biċċiet ta’ informazzjoni għandhom jidhru fuq it-tikketta ta’ prodott tal-baħar mibjugħ bl-imnut: l-isem tal-ispeċi, il-mod ta’produzzjoni (sajd jew tkabbir) u l-provenjenza.","It-tikketta ta' prodott tas-sajd imqiegħed għall-bejgħ fis-suq bl-imnut għandha turi tliet tipi ta' informazzjoni: l-isem tal-ispeċi, il-mezzi ta' produzzjoni (sajd jew agrikoltura) u l-oriġini.",4ea62f6070,75,0.21833473208440765
en,mt,150,TGT,um-iwslt,"In summer, especially, you'll need to watch out for mosquitoes if you decide to hike through the rainforest.","Fis-sajf, speċjalment, trid toqgħod attent għan-nemus jekk tiddeċiedi li tmur hike fil-foresta tropikali.","fis-sajf, speċjalment, għandek toqgħod attent għall-moffa jekk tiddeċiedi li taħrab mill-foresta tax-xita.",4ea62f6070,35,-1.319233803721278
en,mt,150,BAD,um-iwslt,"In summer, especially, you'll need to watch out for mosquitoes if you decide to hike through the rainforest.","Fis-sajf, speċjalment, trid toqgħod attent għan-nemus jekk tiddeċiedi li tmur hike fil-foresta tropikali.","fis-sajf, speċjalment, għandek toqgħod attent għall-moffa jekk tiddeċiedi li taħrab mill-foresta tax-xita.",4ea62f6070,35,-1.319233803721278
en,mt,150,TGT,nllb,"In summer, especially, you'll need to watch out for mosquitoes if you decide to hike through the rainforest.","Fis-sajf, speċjalment, trid toqgħod attent għan-nemus jekk tiddeċiedi li tmur hike fil-foresta tropikali.","Speċjalment fis-sajf, għandek bżonn toqgħod attent għall- muskat jekk tiddeċiedi li timxi fit- tjur tropikali.",81666f704f,61,-0.18835034129180905
en,mt,151,TGT,um-iwslt,"Even if you're driving through the subtropical rainforest, a few seconds with the doors open while you get inside the vehicle is enough time for mosquitoes to get in the vehicle with you.","Anke jekk qed issuq mill-foresta tropikali subtropikali, ftit sekondi bil-bibien miftuħa sakemm tidħol fil-vettura huwa biżżejjed ħin biex jidħol in-nemus fil-vettura miegħek.","anki jekk inti tqila minn ġol-foresta subtropikali, ftit sekondi bil-bibien miftuħa waqt li tkun qed tieħu ġol-vettura huwa biżżejjed ħin biex il-moħħ jidħol fil-vettura miegħek.",edc20203c1,2,-1.3680715253421984
en,mt,151,TGT,nllb,"Even if you're driving through the subtropical rainforest, a few seconds with the doors open while you get inside the vehicle is enough time for mosquitoes to get in the vehicle with you.","Anke jekk qed issuq mill-foresta tropikali subtropikali, ftit sekondi bil-bibien miftuħa sakemm tidħol fil-vettura huwa biżżejjed ħin biex jidħol in-nemus fil-vettura miegħek.","Anki jekk qed issuq fil-foresta tropikali, ftit sekondi bil-bibien miftuħa waqt li tidħol fil-vettura huma biżżejjed ħin biex il-muskaturi jidħlu fil-vettura miegħek.",edc20203c1,54,-0.025052470824654165
en,mt,151,REF,[ref],"Even if you're driving through the subtropical rainforest, a few seconds with the doors open while you get inside the vehicle is enough time for mosquitoes to get in the vehicle with you.","Anke jekk qed issuq mill-foresta tropikali subtropikali, ftit sekondi bil-bibien miftuħa sakemm tidħol fil-vettura huwa biżżejjed ħin biex jidħol in-nemus fil-vettura miegħek.","Anke jekk qed issuq mill-foresta tropikali subtropikali, ftit sekondi bil-bibien miftuħa sakemm tidħol fil-vettura huwa biżżejjed ħin biex jidħol in-nemus fil-vettura miegħek.",b668484691,99,1.2485963810751186
